NEVOgroep|product_naam_f|energiewaardeinkcal_kcal|eiwittotaal_g|vettotaal_g|vetzurenverzadigd_g|zout_g|koolhydraten_g|monoendisacchariden_g|ingredienttekst
Samengestelde gerechten|VDM Pizza groene asperge deluxe|229.0|8.8|11.0|4.3|0.78|23.0|1.5|tarwebloem, groente (13% tomaat, 6,8% groene-aspergetip, 3,1% rode ui, 2,3% prei), melk, water, rauwe melk, 4,6% semigedroogde cherrytomaat, plantaardige olie (zonnebloem, raap, olijf), extra vierge olijfolie, 1,2% mascarpone, gedroogde aardappelvlok, zou
Samengestelde gerechten|Dr. Knecker Pizza Delight Porcini|232.0|7.6|12.0|3.1|1.1|22.0|2.4|TARWEBLOEM, 25% gezeefde tomaten, 16% champignons, 15% KAAS (EDAMMER, MOZZARELLA), raapzaadolie, water, bakkersgist, zout, suiker, gemodificeerd zetmeel, emulgator (mono- en diglyceriden uit vetzuren uit levensmiddelen), champignonpoeder, knoflook, peters
Samengestelde gerechten|Meester Bakker Pizza Verde spinaci|220.0|7.1|11.0|2.8|0.99|21.0|2.5|TARWEBLOEM, 24% gezeefde tomaten, 20% spinazie, 14% KAAS (MOZZARELLA, EDAMMER), rapzaadolie, water, bakkersgist, zout, suiker, gemodificeerd zetmeel, emulgator (mono- en diglyceriden uit vetzuren uit levensmiddelen), knoflook, gehydroliseerd plantaardig e
Samengestelde gerechten|La ple pizza om ham spanach|184.0|5.6|6.7|0.9|0.81|24.5|2.0|bodem (TARWEmeel, broodverbetermiddel (aardappelvlokken, TARWEbloem, gist, enzym, meelverbeteraar: E300), water, olijfolie, zout, gist, suiker), hummus 12,6% (kikkererwten 47%, water, SESAMpasta, koolzaadolie, azijn, natuurlijk aroma, aardappelzetmeel, ze
Samengestelde gerechten|Delizioso pizza al salmone e zucchine 390g|235.0|9.0|10.0|4.5|1.0|26.0|1.5|TARWEbloem, CREME FRAICHE, water, ZALM, MELK, 5% gegrilde courgette, 4% rode uit, zonnebloemolie, 1% kappertje, zout, gist, moutextract (TARWE, GERST), zuursel, vegetarisch stremsel, rook.
Samengestelde gerechten|Pizza gerookte forel 477g|214.0|9.855|8.598|3.37|1.16|21.054|1.489|Pizzabodem met tomatensaus 58,7% (TARWEbloem, water, tomaten passata, tomatenpuree, zonnebloemolie (ongehard) (zonnebloemolie (ongehard)), olijfolie extra vierge, zout, gist, olijfolie, suiker, oregano, basilicum), Gerookte zalm14,0% (Atlantische zalm (VI
Samengestelde gerechten|Pizza zeevis|227.0|10.0|9.7|3.2|0.98|24.0|3.4|TARWEBLOEM, tomatenpuree, 12% tonijn (VIS) in olie (85% tonijn (VIS), zonnebloemolie, zout), water, 7% Edammer kaas (MELK), 7% mozzarella (MELK), 5% gefrituurde ui (ui, zonnebloemolie), raapzaadolie, Pecorinokaas (SCHAPENMELK), zout, gist, suiker, crème f
Samengestelde gerechten|De Kaasboerderij Pizza Parmazaan|238.0|10.0|11.0|4.3|1.13|24.0|1.3|tarwebloem, groente (20% tomaat, 2,4% rucola, 2,4% prei), melk, 10% varkensvlees, water, rauwe melk, plantaardige olie (zonnebloem, olijf), extra vierge olijfolie, zout, gedroogde aardappelvlok, gedroogde gist, zetmeel (aardappel, maïs), kruiden, suiker,
Samengestelde gerechten|Bloemkoolpizza rundshoarma 400g TIU|176.0|8.776|5.838|2.639|0.765|21.177|2.381|pizzabodem met bloemkool 47% (TARWEbloem, bloemkool 17,4%, gist, koolzaadolie, rijstebloem, zout, zonnebloemolie, conserveermiddel: E281), gegaarde gekruide kipreepjes 15,7% (gegaard kippenvlees 14,3%, olijfolie, voedingszuur: E261, zout, specerijen [komi
Samengestelde gerechten|VH Salambroodjes pizza|234.0|9.4|7.5|3.2|1.3|31.0|3.7|tarwebloem, water, melk, groente (3% gele paprika, 2,5% rode ui, 2,5% tomaat, 1,5% prei), 4,5% varkensvlees, tomatenconcentraat, varkensvet, raapolie, gist, zout, zetmeel (aardappel, tarwe), kruiden, suiker, zuursel, specerijenextract, dextrose, specerije
Samengestelde gerechten|Pan pizza salami 944g|264.0|13.04|13.57|7.8|1.275|21.9|1.27|pizzadeeg met cheddarkaas (TARWEbloem, water, cheddarkaas 17,6% [gepasteuriseerde MELK, aardappelzetmeel, zout, zuursel, vegetarisch stremsel, kleurstof: carotenen], TARWEdesempoeder, olijfolie, bakkersgist, gejodeerd zout, TARWEgluten, TARWEmoutmeel), to
Samengestelde gerechten|Pizza Serenata/piccante|232.0|10.0|11.4|6.6|1.04|21.6|1.5|63,8% pizzabodem (zachte TARWEBLOEM, water, tomatenpuree, tomatenpulp, zonnebloemolie, extra vergine olijfolie, gist, zout, olijfolie, suiker, oregano, basilicum), 12,0% mozzarella geraspt (gepasteuriseerde KOEMELK, gedroogd aardappelzetmeel, zout, zuurse
Melk en melkproducten|Bonic cuisinaire classic 20% 2l|221.0|2.7|20.0|14.0|0.12|5.1|3.5|ROOM; gemodificeerd zetmeel; stabilisatoren: E466, E331, carrageen; emulgator: E471.
Melk en melkproducten|Culimax gesteriliseerde kookroom (v.g. 20%) 1l|210.0|2.6|20.0|11.8|0.1|4.9|3.9|: ROOM, (20% V.G.) emulgator: mono -en diglyceriden van vetzuren), stabilisatoren: E407, E412, E460, E466, gemodificeerd zetmeel.
Melk en melkproducten|Kookmelk|97.0|3.5|7.0|4.6|0.16|4.7|4.7|MELK, room (MELK), stabilisator: E418/E415, emulgator: E322
Aardappelen en knolgewassen|Aardappel rosti zonnetjes 240g|184.0|2.7|7.2|0.7|0.35|26.0|0.8|aardappelen 90%, zonnebloemolie, aardappelzetmeel, dextrose, zout, specerijen (nootmuskaat, kurkuma, lavaswortel).
Aardappelen en knolgewassen|KROSTIKO WEDGES|165.0|2.0|7.0|0.8|0.9|22.5|1.5|aardappelen, zonnebloemolie, dextrose, zout, uienpoeder, stabilisator (E450), witte peper.
Graanproducten en bindmiddelen|Snurkelvellen mega pak 4x150g|254.0|6.8|0.9|0.2|0.7|54.0|1.8|TARWEbloem, water, grof MAISmeel, zout, kurkumapoeder, gist, zonnebloemolie, uienpoeder, knoflookpoeder, komijnpoeder, komijnzaad, conserveermiddel E200, gemalen zwarte peper.
Kruiden en specerijen|sambal zinder|47.0|2.1|0.3|0.0|11.1|7.7|4.5|Gemalen rode pepers, zout, voedingszuur E260, conserveermiddel E202.
Kruiden en specerijen|Conimax BALA Sambal 200 GR|50.0|1.7|0.5|0.1|11.0|8.4|2.9|Chilipeper¹ 88%, zout, voedingszuur E270, conserveermiddel E202. ¹op duurzame wijze geteeld.
Kruiden en specerijen|Gustimex Sambal FUEGO 750 GR|38.0|2.6|0.5|0.1|9.8|3.6|3.6|Spaanse peper 89%, zout, voedingszuur E270, conserveermiddel E202.
Vlees en gevogelte|Grillvlees spies Javaanse smaak 2x 1BLK|139.0|21.262|5.577|1.191|0.663|0.764|0.549|94% varkensvlees*, raapolie, kruiden en specerijen (knoflookpoeder, paprikapoeder, koriander, chilipeper, gemberpoeder, fenegriek, cayennepeper, witte peper), suiker, zout, aroma, paprikaconcentraat, gekarameliseerde suiker, natuurlijk aroma, zoethoutwort
Hartige sauzen|Kraft Sevilla Saus 220 ml|544.0|1.7|56.2|8.6|1.2|7.5|6.1|Sojaolie 54%, water, citroensap uit sapconcentraat 3,7%, azijn, tomatenpuree 6,0%, eigeel, suiker, mosterdzaadpoeder, zout, kruiden, kleurstof (karamel), specerijen, cayennepeper, uipoeder, gemodificeerd maïszetmeel, conserveermiddel (kaliumsorbaat), spec
Hartige sauzen|NL Knoflooksmak|285.0|0.8|26.0|2.0|1.28|11.0|8.0|water, raapolie, 9,5% magere yoghurt, azijn, suiker, gemodificeerd maïszetmeel, specerijen (o.a. 1,5% knoflook, mosterd), scharrelei, maïszetmeel, zout, kruiden, ui, natuurlijke aroma's, scharreleigeel, voedingszuur (melkzuur [E270], citroenzuur [E330]),
Hartige sauzen|Kruidenknoflooksaus|271.0|0.6|22.8|1.9|1.7|15.1|9.3|water, plantaardige olie (raapolie), suiker, azijn, TARWEzetmeel, 4,3% knoflook, scharrelEIgeel, zout, MOSTERD (water, MOSTERDzaden, azijn, zout, suiker, kruiden), aroma's (SOJA eiwit, MOSTERD), peterselie, conserveermiddel: E202, gemodificeerd aardappelz
Gebak en koek|Lekkere Kaaswafeltjes.|414.0|2.3|12.3|10.6|0.066|74.0|59.4|Glucose-fructosestroop, suiker, plantaardige oliën (in wisselende verhoudingen) (kokos, palm, palmpit en shea), TARWEBLOEM, stabilisatoren (sorbitolen en E422), 3% magere cacaopoeder, TARWEZETMEEL, SCHARRELKIPPEN-EI-EIWIT, emulgatoren (E492 en SOJALECITHI
Gebak en koek|Hofmans Liefdes Kussen 200gram (2 x 6 stuks)|415.0|2.4|12.6|10.8|0.07|73.4|57.7|glucose-fructosestroop, suiker, plantaardige vetten (palm, shea, kokos en palmpit), TARWEBLOEM, stabilisatoren (sorbitolen en E422), 3% magere cacaopoeder, SCHARRELKIPPENEI-EIWIT, rijstebloem, emulgatoren (E492, SOJALECITHINE en E322), aroma, zetmeel (TAR
Groente|Koolblad met creme|52.0|1.8|3.1|0.9|0.79|3.1|1.8|Spinazie (70%), water, ROOM (4%), koolzaadolie, LACTOSE, MELKproteïnen, magere MELKpoeder, rijstzetmeel, zout, suiker, verdikkingsmiddelen (guargom, xanthaan) natuurlijke aroma's.
Vis, schaal- en schelpdieren|Ger. visfilet 100 gr vacuum diepvries|335.0|18.0|30.0|7.86|1.2|0.0|0.0|Paling (Anguilla anguilla) (VIS), zout, rook, azijn
Vis, schaal- en schelpdieren|Vomar - Gerookte zilvervis|404.0|16.1|37.8|8.0|1.3|0.0|0.0|Paling (VIS), zout en rook.
Noten en zaden|-Top Klasse Studentenmix 200 g|513.0|9.7|34.0|4.5|0.028|40.0|34.8|44% Rozijnen, 25% AMANDELEN, 10% PARANOTEN, 10% PECANNOTEN, 10% HAZELNOTEN, plantaardige oliën (zonnebloem, palm, katoen, maïs en raapzaad), conserveermiddel: E220 (SULFIET).
Noten en zaden|Scholierennoten (1000 gram)|457.0|7.7|25.5|3.7|0.1|46.9|36.4|63% rozijnen (rozijnen, zonnebloemolie, conserveermiddel: E220 (SULFIET)), 16% HAZELNOTEN, 11% PARANOTEN, 5% WALNOTEN, 5% AMANDELEN Landen van herkomst 63.2% Rozijnen: USA, Zuid-Afrika, Chili, Turkije, Argentinië 15.7% Hazelnoten: Turkije 10.5% Paranoten:
Suiker, snoep, zoet beleg en zoete sauzen|Sneeuwsuiker|389.0|0.0|0.1|0.0|0.01|99.6|97.6|rietsuikerpoeder* (97%), tapiocazetmeel*. *biologisch
Suiker, snoep, zoet beleg en zoete sauzen|Noorder rietsuiker kristallen 500 gram|400.0|0.0|0.0|0.0|0.0|100.0|100.0|rietsuiker
Suiker, snoep, zoet beleg en zoete sauzen|Noorder Suikerklontjes Amber|400.0|0.0|0.0|0.0|0.0|100.0|100.0|Rietsuiker
Samengestelde gerechten|Kansaai|153.0|4.2|3.7|0.4|1.1|25.4|3.0|water, rijst, surimi (witVIS, water, gerehydrateerde EI- eiwitpoeder (vrije uitloop), raapolie, voedingszuur: E325,maïszetmeel, TARWEmeel, erwtenzetmeel, aardappelzetmeel, gemodificeerd zetmeel (aardappel, tapioca), suiker, zout, KRABaroma, zuurteregelaar
Samengestelde gerechten|Sushi variatieschaal Osaka 8st|124.0|5.664|4.575|0.98|1.197|14.651|3.586|sushi met zalm, avocado en wasabi 34,7% (sushirijst 22% [water, rijst 9%, sushi-azijn (suiker, alcohol, azijn, rijstazijn, zout, melasse)], zalm 6,2% [VIS], avocado 4,3%, mayonaise met wasabi 1,2% [mayosaus (plantaardige olie [raapzaad, SOJA], scharrelEIg
Samengestelde gerechten|Sushi zalmfeest & maki delight|167.0|6.2|4.3|0.7|1.0|25.3|3.4|water, rijst,ZALM (14%), avocado, surimi (WITVIS, water, gerehydrateerde EI- eiwitpoeder (vrije uitloop), suiker, maïszetmeel, erwtenzetmeel, aardappelzetmeel, TARWEzetmeel, zout, raapolie, SOJA eiwit, KRABaroma, gemodificeerd zetmeel (aardappel, tapioca)
Gebak en koek|Koffie Kracht|330.0|4.5|21.9|13.5|0.89|28.8|21.1|SCHARRELEI, magere MELK, suiker, ROOM, palmvet, TARWEBLOEM, plantaardige oliën (palm, palmpit), water, zetmeel (mais, TARWE), dextrose, koffie, cacaomassa, cacaoboter, karamelsuikerstroop, emulgator: E322 (SOJA), E433, E471, E472b, E477, volle MELKPOEDER,
Gebak en koek|Amandel streek taart blok 12-16 gasten|357.77|3.879|16.318|9.032|0.376|48.764|40.438|suiker, slagroom (24%) [slagroom (MELK), suiker, emulgator (E471), stabilisator (E407)], EI, AMANDELEN, TARWEbloem, glucose-fructosestroop, water, TARWEzetmeel, plantaardige vetten (palm, palmpit, palm, kokos, palmpit), frambozenpuree, stabilisatoren (E42
Brood|CRISPA NATUREL KNIP 120G X6|384.0|11.8|2.4|1.3|1.3|76.9|3.2|TARWEbloem, gist, zout, GERSTEmoutmeel, emulgatoren: SOJAlecithine, meelverbeteraar: ascorbinezuur. Kan sporen van sesam en melk bevatten.
Melk en melkproducten|Bliksembosje Abrikoos|131.0|3.4|6.2|4.2|0.14|15.0|13.0|volle MELK, 16% ROOM, magere MELK, suiker, 3,6% perzikpuree, gemodificeerd zetmeel, invertsuikersiroop, gelatine, geheel gehard kokosvet, voedingszuur (citroenzuur), verdikkingsmiddelen (pectine, guargom, carrageen), magere MELKPOEDER, emulgatoren (E471 (
Melk en melkproducten|Koopmanne griesstoorn cacao 120gr|122.0|3.6|3.6|2.4|0.13|19.0|16.0|magere MELK, water, glucose-fructosesiroop, ROOM, suiker, 4 % gehard TARWE griesmeel, 1,9 % chocolade (cacao poeder, suiker, cacao mass, cacao boter), volle MELK poeder, gemodificeerd maïszetmeel, gelatine, verdikkingsmiddelen carrageen, emulgator E 471,
Suiker, snoep, zoet beleg en zoete sauzen|Snoepkaramel Prettig Toffees|436.0|1.0|13.0|12.0|0.0|77.0|59.0|Suiker, glucosestroop, plantaardige vetten (cacao), gecondenseerde melk, boterolie, gecondenseerde magere melk, zout, moutextract,emulgator: sojalecithine, magere cacaopoeder, smaakstoffen, rietsuiker,zuurteregelaar: citroenzuur, koffie extract, calciumca
Suiker, snoep, zoet beleg en zoete sauzen|Crème Duge|415.0|1.0|11.6|5.8|0.3|78.0|67.0|suiker, glucosestroop, gezoete gecondenseerde MELK, plantaardige vetten (palm , shae), bevochtigingsmiddel (sorbitolen), zout, emulgator (zonnebloem lecithine), aroma's. Bevat mogelijk sporen van noten.
Suiker, snoep, zoet beleg en zoete sauzen|Fudgé vanille 130g|476.0|2.1|20.0|14.0|0.68|72.0|72.0|suiker, plantaardige oliën (palm, palmpit), glucosestroop, magere MELKpoeder, zout, emulgator: SOJAlecithine, natuurlijk vanillearoma.
Groente|Gesorteerde tomaten|34.0|2.0|0.2|0.0|0.24|5.4|5.4|100% tomaat
Vis, schaal- en schelpdieren|Zalmhapjes (800 gram)|99.0|22.0|1.3|0.4|0.3|0.0|0.0|TONIJN (VIS)
Vlees en gevogelte|Heemvrind Varkenshaaspuntjes gekruid|130.0|20.0|5.2|1.0|1.19|0.6|0.3|90% varkensvlees, water, raapolie, zout, specerijen, wijnazijn, suiker, kruiden, specerijenextract. Kan sporen bevatten van ei, melkeiwit, mosterd en selderij.
Groente|Lekkereuitjes zoetkruiden 400 g|36.0|0.6|0.1|0.0|0.84|6.9|4.8|Zilveruien, water, natuurazijn, suiker, zout, natuurlijk kruidenaroma, natuurlijk dille aroma, antioxidant (natriummetabisulfiet)
Groente|Praagse pareluien smaak 310 g|31.0|0.8|0.1|0.1|0.8|4.1|2.5|Zilveruien, natuurazijn, zout, antioxidant: NATRIUMDISULFIET
Gebak en koek|Honingkoekvlaai|226.52|3.56|6.62|6.62|1.4|37.93|17.96|TARWEbloem, suiker, zetmeel (gemodificeerd), MELK (magere), boter(MELK), glucosestroop, weipoeder(MELK), MELKpoeder (magere), plantaardig vet (palm), dextrose, TARWEzetmeel, glucose-fructosestroop, plantaardig vet (gehard), MELK (magere, gecondenseerd), g
Vleeswaren|Limburgse Heuvelhoofd Kaasdeluxe 500 gram|256.0|12.0|23.0|9.0|1.6|1.0|0.5| 63% varkensvlees¹, 23% varkenslever¹, varkenscollageen¹, Varkensspek¹, azijn, voedingszuren (E326, E262), zout, specerijen en kruiden, dextrose, gehydrolyseerd plantaardig eiwit (raapzaad), maltodextrine, antioxidant (E301). ¹= Beter Leven keurmerk 1 ste
Niet-alcoholische dranken|Rivella Klassiek 4 x 1,5 L|5.0|0.0|0.0|0.0|0.03|1.0|1.0|Koolzuurhoudend water, melkserum (26%), voedingszuur (L(+) melkzuur), karamelsuikersiroop, zoetstoffen (cyclaamzuur, acesulfaam-K, sacharine), conserveermiddelen (kaliumsorbaat, natriumbenzoaat), natuurlijke aroma's
Niet-alcoholische dranken|Rivensa Pure Multipack Fles 4 X 1,5L|5.0|0.0|0.0|0.0|0.03|1.0|1.0|Koolzuurhoudend water, melkserum (26%), voedingszuur (L(+) melkzuur), karamelsuikersiroop, zoetstoffen (cyclaamzuur, acesulfaam-K, sacharine), conserveermiddelen (kaliumsorbaat, natriumbenzoaat), natuurlijke aroma's
Niet-alcoholische dranken|Pagoo Zeest 20cl Glace|44.0|0.5|0.5|0.1|0.0|10.0|10.0|water, sinaasappelsap uit concentraat (20%), suiker, wortel- (5%) en citroensap (5%) uit concentraat, vitamine C, vitamine E, provitamine A, natuurlijk aroma.
Gebak en koek|Johan Steenbergen Roomboterwafels 100 g|415.0|5.1|15.0|9.1|0.41|65.0|36.0|Tarwebloem, suiker, boter (18%) (melk), scharreleieren, zeezout, rijsmiddel: ammoniumcarbonaten
Gebak en koek|Delight Banket Kleinwafels 175 GRM RD|494.0|6.0|23.0|14.3|0.6|66.8|27.3|TARWEBLOEM, basterdsuiker, 23% roomboter (MELK), EIEREN, water, vanillesuiker, ammonium, zout
Brood|Zonnewaarde Rijstcrackers Appel Speculaas|381.0|6.8|2.3|0.5|0.02|82.0|18.0|Rijst* 51%, maïs* 28%, appelsapconcentraat* 21%, kaneel* 0,4%, *Ingrediënt van biologische teelt.
Groente|Witkrul|19.0|1.3|0.2|0.0|0.005|2.4|2.4|Witlof.
Vleeswaren|Zalmschijfjes|316.0|13.0|27.5|10.8|2.3|4.0|0.5|Varkensvlees 80%, mechanisch gesepareerd varkensvlees 9%, aardappelzetmeel, varkensspek, zouten (keukenzout, kaliumchloride), voedingszuur E326, dextrose, rundereiwit, stabilisator: E450, specerijen, aroma's, rookaroma, antioxidant: E300, gistextract, con
Vleeswaren|Snoekworst|301.0|10.9|26.9|10.1|2.04|3.7|0.1|47% varkensvlees*, 24% varkensseparatorvlees*, water, varkensspek*, aardappelzetmeel, voedingszuur: E326, zout, varkenseiwit, gebufferd azijnpoeder (conserverend ingrediënt), stabilisator: E450, specerijen, antioxidant: E301, gehydroliseerd raapzaad- en m
Vleeswaren|Zalmschijfjes|301.0|10.9|26.9|10.1|2.04|3.7|0.1|47% varkensvlees*, 24% varkensseparatorvlees*, water, varkensspek*, aardappelzetmeel, voedingszuur: E326, zout, varkenseiwit, gebufferd azijnpoeder (conserverend ingrediënt), stabilisator: E450, specerijen, antioxidant: E301, gehydroliseerd raapzaad- en m
Melk en melkproducten|Skyra naturel|62.0|11.0|0.2|0.1|0.13|4.0|4.0|Magere melk, zuursel, microbieel stremsel
Melk en melkproducten|Skar vanille|53.0|8.8|0.2|0.1|0.1|4.1|3.3|magere melk, water, gemodificeerd zetmeel (way mais), citroensapconcentraat, 0,15% vanille-extract, verdikkingsmiddelen: pectinen, xanthaangom; zuurteregelaars: calciumcitraten, ctroenzuur, natuurlijk roomaroma (melk), 0,01% gemalen vanille stokjes, zuurs
Suiker, snoep, zoet beleg en zoete sauzen|Krutselaar Lentebijtjes 330g|333.0|5.0|0.2|0.2|0.03|77.0|64.0|glucose-fructosestroop, suiker, gelatine (varken), voedingszuur (citroenzuur), glansmiddel (carnaubawas), natuurlijke aroma's, natuurlijk citroenaroma, concentraten (spirulina, saffloer), kleurstof (curcumine), antioxidant (ascorbinezuur).
Suiker, snoep, zoet beleg en zoete sauzen|Savvy Mix zachte jellies met vruchtensap|333.0|1.1|0.2|0.1|0.03|81.0|57.0|Glucosestroop, suiker, gemodificeerd zetmeel, dextrose, appelsap uit appelsapconcentraat (3%), voedingszuur (appelzuur, citroenzuur, melkzuur), aardappel proteïne, natuurlijke aroma's, fruit- en plantenconcentraten (druif, saffloer, bosbes, zwarte bes), k
Vis, schaal- en schelpdieren|Roze prinses zalm (1830 gram)|123.0|19.0|4.8|1.3|0.9|0.5|0.4|99% roze zalm (VIS) (Oncorhynchus gorbuscha), 1% zout Roze zalm/Roze Pacific zalm (Onchorhynchus gorbuscha), gevangen met ringnetten en kruisnetten/ kieuwnetten en soortgelijke netten in het Noordoostelijke deel van de Stille Oceaan (FAO67)Dit product kom
Vis, schaal- en schelpdieren|Zeewolf Filet|222.0|20.2|15.7|3.3|0.24|0.0|0.0|Zalm (VIS) (Salmo salar, gekweekt in Noorwegen, kweekmethode: kooien). Vis afkomstig van een ASC-gecertificeerde, verantwoorde kwekerij, www.asc-aqua.org, ASC-C-00004.
Kaas|Zuivella Smeerkaas Klassiek Laagvet|159.0|8.3|12.0|7.9|0.68|4.4|4.4|melk (gepasteuriseerd), stremsel (microbieel), melkzuurculturen, zout, verdikkingsmiddel (johannesbroodpitmeel, guarpitmeel).
Vlees en gevogelte|G- gehaktrol hoh -z+k vacuum (0,08 kilogram)|245.0|16.54|18.23|6.92|0.18|3.45|0.13|varkensvlees (54%), rundvlees (36%), water, koriander, peper, gember, foelie, kardemom, chilies, laurier, tarwebloem, tarwezemelen, gist, zout, suiker, glucosestroop.
Vlees en gevogelte|Hou-gemalenbal +p+l v6 14x90g vac (1,26 kilogram)|176.0|17.84|9.36|4.03|1.09|5.05|0.19|(44%)varkensvlees, (40%)rundvlees, water, paneermeel (tarwe, gluten), voedingszuur (E262, E331), antioxidant (E301, E300), zout, kruiden en specerijen (selderij), tarwebloem (tarwe, gluten), dextrose, tarwe zetmeel (tarwe, gluten), maltodextrine, gemodifi
Niet-alcoholische dranken|Smoothie Crème Bessenmix|53.0|1.9|0.2|0.1|0.023|10.3|9.1|37% Appelsap, 15% bananenpuree, 15% aardbeienpuree, 12% yoghurt (MELK), 9% frambozenpuree, 7% bramenpuree, 7% zwarte bessenpuree, antioxidant: E300.
Aardappelen en knolgewassen|Aardappelmoes|99.0|2.0|3.2|0.8|0.56|14.8|0.7|86% gestoomde aardappelen, volle MELK, zonnebloemolie, roomboter (MELK), zout, nootmuskaat, kurkuma.
Aardappelen en knolgewassen|BH Knolselderpuree|110.0|2.0|4.0|2.5|0.3|16.0|0.8|77% aardappel, halfvolle melk, 4,5% roomboter, water, 1,5% aardappelvlok, rijstzetmeel, zout, specerijen, emulgator (mono- en diglyceriden van vetzuren [E471]), antioxidant (extracten van rozemarijn [E392]). Waarvan toegevoegde suikers 0g per 100 gram en
Hartige sauzen|Bijoli|755.0|1.5|82.1|6.3|0.75|2.2|0.3|raapzaadolie, SCHARRELEI, citroensap, 3% knoflook, zout, water, verdikkingsmiddel: E415, conserveermiddel: E202.
Niet-alcoholische dranken|Maxi Peer Elixir 6 x 1,5 L|37.0|0.1|0.1|0.1|0.1|8.8|8.6|Uit sapconcentraat verkregen appelsap, water, suiker, glucose-fructosestroop, voedingszuur: citroenzuur
Fruit|Crunchy Pear|363.0|1.1|0.5|0.1|0.01|83.0|65.0|appel (100%)
Fruit|Crunchy Cinnamon Apple Straws|357.0|1.7|0.5|0.1|0.03|80.0|71.0|appel (98,6%), kaneel (1,4%).
Fruit|baffende besjes|52.0|0.7|0.0|0.0|0.003|11.0|10.0|
Fruit|AH Rodeparels|29.0|1.1|0.0|0.0|0.0|4.4|4.4|Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
Groente|AH Roze bieten|31.0|0.9|0.1|0.0|0.33|5.6|5.1|77% rode biet, water, suiker, azijn, maïszetmeel, zout, natuurlijk aroma. Waarvan toegevoegde suikers 1.9g per 100 gram en waarvan toegevoegd zout 0.30g per 100 gram
Groente|AH Roze bieten met sjalotjes|32.0|0.9|0.1|0.0|0.3|5.8|5.1|groente (64% rode biet, 7% ui), water, suiker, azijn, zout, natuurlijke aroma's. Waarvan toegevoegde suikers 2.3g per 100 gram en waarvan toegevoegd zout 0.30g per 100 gram
Groente|Rode knollen|31.0|0.9|0.1|0.0|0.3|5.5|5.0|77% rode biet, water, suiker, azijn, maïszetmeel, zout, natuurlijk aroma.
Groente|Karmozijn biet schijfjes (2400 gram)|39.0|1.1|0.1|0.0|1.0|7.2|7.0|rode bieten, water, natuurazijn, suiker, zout
Gebak en koek|Glutenvrije knisperkoekjes speciaal gemaakt voor glutenintolerantie|459.0|4.7|16.0|5.1|0.48|73.0|22.0|maïsmeel, suiker, plantaardige margarine [plantaardige oliën en vetten in wisselende verhoudingen (high oleic zonnebloemolie, cacaoboter, sheaboter), water, zout, emulgatoren: mono- en diglyceride van vetzuren, zonnebloemlecithine; citroensap, natuurlijke
